age,tenure_months,monthly_charges,support_tickets,monthly_logins,late_payment,contract_type,internet_service,payment_method,paperless_billing,has_dependents,satisfaction_score,data_usage_gb,churn
40,39,98.91,1,15,0,Two year,Fiber optic,Credit card,1,1,2,199.8,0
25,39,58.35,1,15,0,Month-to-month,DSL,Bank transfer,0,1,4,38.2,0
60,1,28.51,1,14,0,Month-to-month,Fiber optic,Electronic check,0,0,10,10.9,0
28,9,32.8,2,12,0,Month-to-month,Fiber optic,Credit card,0,0,9,30.4,0
50,12,165.74,0,11,1,Month-to-month,Fiber optic,Credit card,1,0,4,36.0,1
73,15,139.14,1,13,0,Two year,DSL,Electronic check,1,0,6,67.1,0
72,7,169.09,2,15,0,Month-to-month,Fiber optic,Electronic check,1,0,7,83.5,1
38,23,95.2,1,9,0,One year,Fiber optic,Bank transfer,0,1,9,20.3,0
63,40,86.13,1,5,0,Month-to-month,DSL,Credit card,1,0,1,72.1,0
53,23,77.35,3,21,0,Two year,DSL,Credit card,0,0,4,12.6,0
45,24,118.61,4,9,0,Month-to-month,Fiber optic,Electronic check,1,0,5,26.9,1
26,34,76.25,5,14,0,Month-to-month,None,Credit card,1,0,6,91.4,0
39,40,139.4,4,15,0,Month-to-month,DSL,Credit card,1,0,8,119.3,0
55,24,148.21,1,16,0,One year,DSL,Mailed check,1,0,4,92.9,1
75,16,160.14,4,15,0,Month-to-month,DSL,Credit card,1,0,7,44.1,1
18,30,58.85,0,10,0,One year,DSL,Bank transfer,1,0,9,33.5,0
59,2,104.32,5,15,1,Month-to-month,Fiber optic,Electronic check,1,0,4,99.8,1
67,36,55.75,2,22,0,Month-to-month,DSL,Electronic check,1,0,6,30.2,0
73,68,26.01,1,11,0,One year,Fiber optic,Bank transfer,0,0,7,72.5,0
42,29,133.25,0,12,0,Month-to-month,None,Credit card,1,0,9,38.9,0
24,8,107.84,1,12,0,Two year,DSL,Credit card,1,1,8,68.8,0
33,51,135.83,2,16,0,One year,Fiber optic,Credit card,1,0,5,19.6,1
67,10,34.02,2,16,0,Month-to-month,None,Bank transfer,0,1,2,124.4,0
68,14,179.28,4,11,1,One year,Fiber optic,Credit card,1,1,2,21.6,1
54,11,179.1,1,14,1,Month-to-month,DSL,Mailed check,0,1,1,28.8,1
25,64,94.4,1,16,1,Two year,DSL,Electronic check,1,1,5,59.6,0
25,71,158.57,1,14,0,One year,None,Mailed check,1,1,5,113.6,0
45,42,58.97,1,12,0,Month-to-month,None,Mailed check,1,0,3,25.7,0
52,45,138.01,1,15,0,One year,DSL,Bank transfer,1,0,5,44.5,0
19,47,160.68,1,9,0,Month-to-month,Fiber optic,Electronic check,1,0,7,52.9,1
57,44,150.35,1,17,0,Month-to-month,DSL,Credit card,1,0,1,93.7,0
49,40,149.88,2,13,0,Month-to-month,DSL,Mailed check,0,0,3,23.2,0
18,72,94.08,1,10,0,Month-to-month,None,Bank transfer,0,0,7,77.5,0
23,53,151.2,1,7,0,Month-to-month,Fiber optic,Bank transfer,0,0,3,106.0,1
44,7,130.51,2,15,0,Two year,DSL,Credit card,0,0,6,63.0,1
59,29,41.19,1,10,0,Month-to-month,Fiber optic,Bank transfer,1,0,8,17.0,0
65,71,38.27,0,13,1,Two year,None,Credit card,0,0,4,81.2,0
43,30,143.51,1,11,0,Month-to-month,None,Credit card,1,0,2,110.5,0
35,15,120.07,0,8,0,Two year,Fiber optic,Electronic check,1,1,3,44.1,0
74,63,103.1,3,15,1,One year,Fiber optic,Bank transfer,0,1,7,20.2,1
44,45,165.16,2,15,0,One year,Fiber optic,Mailed check,1,0,3,64.1,1
36,41,125.53,1,16,1,One year,None,Credit card,1,0,10,51.8,0
43,31,83.38,2,14,0,Month-to-month,Fiber optic,Electronic check,1,0,2,24.6,0
18,9,86.23,1,13,1,One year,Fiber optic,Credit card,0,0,5,79.6,1
35,28,116.84,0,13,0,Two year,None,Credit card,1,0,10,65.2,0
47,32,141.64,1,19,0,Month-to-month,Fiber optic,Bank transfer,1,0,8,50.9,1
71,68,110.3,1,12,0,Month-to-month,Fiber optic,Electronic check,1,0,1,47.3,0
60,23,101.4,4,11,0,Two year,None,Mailed check,0,0,3,64.4,1
63,11,136.3,1,10,0,Two year,None,Electronic check,1,0,1,26.8,1
49,31,132.84,1,8,0,Month-to-month,Fiber optic,Credit card,0,0,10,93.4,0
24,72,152.86,3,12,1,One year,Fiber optic,Electronic check,1,0,8,106.4,1
40,35,30.01,1,12,0,Two year,None,Mailed check,0,0,3,47.6,0
75,28,140.79,1,14,0,Month-to-month,Fiber optic,Credit card,1,1,5,42.3,0
20,49,102.2,3,17,0,Month-to-month,Fiber optic,Mailed check,1,0,5,30.9,0
68,47,31.95,1,13,0,Month-to-month,DSL,Bank transfer,0,1,9,21.2,0
57,22,128.64,0,14,0,Month-to-month,DSL,Mailed check,1,0,2,39.4,0
34,70,134.65,2,11,0,Month-to-month,DSL,Mailed check,1,0,6,56.1,1
63,43,103.78,2,7,0,Two year,Fiber optic,Mailed check,0,0,8,81.4,1
66,5,147.01,2,15,0,One year,Fiber optic,Bank transfer,0,1,9,23.5,0
20,30,68.04,0,13,0,One year,DSL,Mailed check,0,0,4,48.9,0
24,67,52.31,2,13,0,One year,DSL,Mailed check,1,1,4,50.9,0
56,29,76.12,0,17,0,Month-to-month,Fiber optic,Bank transfer,1,0,7,70.9,0
75,41,85.61,2,19,1,One year,DSL,Bank transfer,0,0,6,36.5,0
19,45,131.35,2,17,1,One year,None,Bank transfer,0,0,10,115.2,0
56,51,155.28,0,8,0,One year,DSL,Electronic check,1,0,3,91.3,1
25,63,135.35,0,16,1,Month-to-month,None,Bank transfer,1,0,4,59.3,1
55,11,47.84,3,11,0,One year,Fiber optic,Mailed check,1,0,5,108.4,0
54,38,78.59,2,11,0,Month-to-month,None,Mailed check,0,0,6,73.3,0
23,39,45.35,0,20,1,Month-to-month,Fiber optic,Credit card,1,0,2,100.8,0
57,11,129.88,3,11,0,One year,None,Credit card,1,0,2,86.5,1
70,49,59.71,1,14,0,Two year,Fiber optic,Mailed check,1,0,5,67.6,0
68,9,104.06,1,13,0,Month-to-month,Fiber optic,Mailed check,0,0,1,69.2,1
19,33,146.69,2,16,0,Month-to-month,DSL,Electronic check,1,0,5,60.5,0
32,24,127.35,1,18,0,Two year,Fiber optic,Bank transfer,1,0,2,173.5,1
31,12,67.74,4,14,0,Two year,DSL,Credit card,0,0,1,94.3,1
44,60,73.26,3,16,0,Month-to-month,Fiber optic,Electronic check,0,1,5,57.4,0
26,18,124.54,4,11,0,Two year,Fiber optic,Credit card,1,0,1,112.8,1
67,19,107.91,0,13,0,Two year,Fiber optic,Mailed check,1,0,7,36.3,1
63,62,35.42,2,15,0,Month-to-month,DSL,Credit card,1,0,6,62.3,0
64,64,159.84,1,8,0,One year,DSL,Bank transfer,1,0,2,36.8,0
29,3,102.02,1,12,0,Month-to-month,Fiber optic,Bank transfer,1,0,8,54.9,0
18,21,95.74,1,17,0,Two year,Fiber optic,Credit card,1,0,3,43.6,0
70,52,51.75,2,14,0,Month-to-month,Fiber optic,Mailed check,1,1,7,56.9,0
34,57,80.32,1,14,0,One year,None,Electronic check,0,0,10,36.4,0
56,72,73.25,3,18,0,One year,DSL,Mailed check,1,0,8,63.3,0
70,40,63.32,0,14,1,Month-to-month,Fiber optic,Bank transfer,0,0,4,22.1,1
20,1,110.79,1,11,0,One year,DSL,Mailed check,1,0,5,46.2,0
18,63,93.96,1,17,0,Month-to-month,Fiber optic,Electronic check,1,0,4,38.9,0
18,12,162.27,1,8,1,Month-to-month,Fiber optic,Mailed check,0,0,4,6.9,1
27,9,170.62,1,19,0,Two year,Fiber optic,Credit card,0,0,9,97.4,0
20,49,55.12,2,12,0,Two year,Fiber optic,Mailed check,1,1,7,133.9,0
65,44,36.02,1,12,0,One year,DSL,Credit card,0,0,6,70.7,0
53,5,145.65,1,14,0,Two year,DSL,Bank transfer,0,0,3,53.4,0
74,13,179.18,4,22,0,Month-to-month,DSL,Mailed check,1,0,6,38.9,1
64,43,158.18,0,6,0,Month-to-month,Fiber optic,Mailed check,0,1,7,61.9,1
73,19,23.79,2,18,0,Two year,DSL,Electronic check,1,0,8,80.9,0
31,50,60.2,3,15,0,Two year,Fiber optic,Electronic check,1,0,1,95.2,0
34,30,26.93,4,15,0,Month-to-month,Fiber optic,Electronic check,1,0,9,81.8,0
67,43,151.32,2,14,0,Month-to-month,Fiber optic,Mailed check,1,0,6,35.6,1
32,35,113.03,1,15,1,One year,Fiber optic,Credit card,1,0,4,41.5,1
21,27,102.19,2,12,1,Month-to-month,None,Bank transfer,1,0,8,27.0,0
56,25,108.71,1,12,0,One year,None,Bank transfer,1,0,6,32.8,1
64,51,60.39,4,17,0,Month-to-month,Fiber optic,Credit card,1,0,4,80.2,0
74,38,116.26,2,11,0,Month-to-month,None,Credit card,0,0,10,52.8,1
71,43,24.91,1,10,1,Month-to-month,Fiber optic,Credit card,0,0,10,82.2,0
24,42,123.36,1,12,1,One year,DSL,Electronic check,0,0,10,90.1,0
62,15,137.51,1,16,0,Two year,Fiber optic,Mailed check,0,1,1,58.5,1
67,66,127.68,0,15,0,Month-to-month,Fiber optic,Mailed check,0,1,10,84.6,0
58,41,73.14,2,11,0,Two year,Fiber optic,Bank transfer,1,0,3,46.8,0
65,52,152.2,3,20,1,Month-to-month,None,Credit card,1,0,4,59.4,0
66,64,134.49,2,21,0,Month-to-month,Fiber optic,Electronic check,1,0,7,21.6,0
43,67,40.53,2,18,0,Two year,Fiber optic,Credit card,1,1,5,45.1,0
20,49,51.22,1,14,0,Month-to-month,Fiber optic,Credit card,1,0,9,33.4,0
44,57,121.94,4,17,0,Month-to-month,Fiber optic,Electronic check,0,0,7,18.3,1
29,34,66.31,0,17,1,One year,Fiber optic,Mailed check,1,1,2,65.9,1
24,54,39.11,0,21,0,Month-to-month,Fiber optic,Credit card,1,0,2,49.5,0
25,24,44.8,0,10,0,Two year,Fiber optic,Bank transfer,0,0,1,42.4,0
58,52,46.5,0,12,0,Month-to-month,Fiber optic,Bank transfer,0,0,4,43.7,0
47,7,96.45,1,18,0,Month-to-month,DSL,Electronic check,0,1,5,23.2,0
49,66,117.18,0,8,0,Month-to-month,DSL,Bank transfer,0,0,9,75.6,0
61,18,48.22,1,15,0,Month-to-month,Fiber optic,Bank transfer,1,0,4,75.5,0
49,48,134.0,0,14,0,One year,Fiber optic,Credit card,0,0,1,35.3,1
54,1,64.96,0,14,0,Month-to-month,Fiber optic,Bank transfer,1,0,6,26.0,0
22,12,69.85,1,17,0,Two year,Fiber optic,Mailed check,0,0,5,66.3,0
67,72,55.76,5,17,1,Month-to-month,None,Electronic check,1,0,9,118.4,0
44,61,145.63,2,20,0,Month-to-month,None,Mailed check,1,0,1,55.0,0
27,17,173.57,1,18,0,One year,Fiber optic,Credit card,0,1,3,81.1,1
65,10,98.8,1,8,1,Month-to-month,Fiber optic,Electronic check,0,0,7,41.0,1
60,59,26.72,3,20,0,Month-to-month,Fiber optic,Credit card,1,1,1,60.8,0
21,72,61.69,1,17,0,One year,Fiber optic,Mailed check,1,1,6,12.1,0
29,13,45.29,4,15,1,Month-to-month,DSL,Bank transfer,1,1,7,38.8,1
18,48,154.84,1,16,0,Month-to-month,Fiber optic,Credit card,1,0,1,25.6,1
33,21,33.58,0,18,0,Two year,Fiber optic,Mailed check,0,0,6,148.5,0
23,54,174.64,0,13,0,Month-to-month,Fiber optic,Mailed check,1,0,10,53.0,1
59,31,114.16,3,12,0,One year,Fiber optic,Mailed check,0,0,6,190.0,0
48,10,102.84,1,11,0,Month-to-month,DSL,Bank transfer,1,1,2,52.6,0
74,24,155.58,0,11,0,Two year,DSL,Bank transfer,0,0,8,65.8,0
61,39,24.41,3,17,0,Month-to-month,None,Bank transfer,0,1,1,49.3,0
53,58,144.34,3,8,0,Month-to-month,Fiber optic,Credit card,0,1,9,42.3,0
47,2,38.66,3,20,0,Month-to-month,DSL,Bank transfer,1,1,10,64.5,0
21,69,154.52,2,13,0,One year,Fiber optic,Electronic check,0,0,2,79.0,1
22,47,104.67,1,19,1,Month-to-month,DSL,Electronic check,0,1,3,30.3,0
53,64,29.78,0,16,0,One year,Fiber optic,Bank transfer,1,0,9,41.7,0
18,67,153.32,1,11,0,Month-to-month,DSL,Credit card,0,1,8,21.0,1
20,12,24.37,0,10,0,Two year,None,Credit card,0,0,6,15.8,0
30,7,42.14,2,12,0,Two year,DSL,Mailed check,0,0,7,79.0,0
69,56,147.65,2,15,0,One year,Fiber optic,Bank transfer,0,0,9,74.3,1
44,14,94.38,1,11,0,One year,Fiber optic,Electronic check,0,0,8,47.0,0
59,11,161.02,0,7,0,One year,DSL,Mailed check,1,0,6,74.3,1
41,34,121.67,1,11,0,One year,DSL,Mailed check,1,0,4,81.0,0
28,66,119.76,1,11,0,Month-to-month,DSL,Electronic check,1,0,9,97.0,1
39,58,66.76,0,14,0,One year,DSL,Mailed check,0,0,6,12.5,0
23,38,41.39,0,13,0,One year,Fiber optic,Credit card,1,0,9,53.9,0
62,15,173.79,1,12,0,One year,None,Credit card,1,0,9,25.7,0
28,25,36.77,1,16,1,Month-to-month,Fiber optic,Bank transfer,1,0,4,33.0,0
39,50,104.64,3,12,1,One year,Fiber optic,Mailed check,0,0,8,31.2,1
74,12,63.61,2,15,1,Month-to-month,Fiber optic,Credit card,0,1,7,63.0,0
52,38,62.26,3,20,1,Month-to-month,DSL,Bank transfer,1,1,3,37.7,0
44,1,115.13,0,16,0,Month-to-month,Fiber optic,Electronic check,1,0,6,12.4,0
49,24,147.67,3,17,0,One year,None,Electronic check,0,0,10,69.2,0
63,18,144.35,2,18,0,Month-to-month,DSL,Bank transfer,1,0,6,25.4,0
32,50,159.01,4,11,1,Two year,DSL,Electronic check,1,0,7,26.2,1
54,66,66.86,0,12,0,Two year,DSL,Electronic check,0,1,2,204.7,0
68,11,94.52,0,7,0,Two year,Fiber optic,Electronic check,0,0,4,110.6,0
51,58,21.49,0,22,1,Two year,None,Credit card,1,0,1,37.7,0
43,48,139.5,2,11,0,Month-to-month,Fiber optic,Electronic check,0,0,4,28.8,1
26,70,68.37,2,13,0,Two year,DSL,Mailed check,0,0,4,77.1,0
32,66,109.84,2,14,0,Month-to-month,DSL,Credit card,1,1,2,232.9,0
72,8,47.09,2,10,0,Month-to-month,None,Credit card,0,0,5,125.5,0
49,54,151.1,2,15,0,Month-to-month,Fiber optic,Electronic check,0,0,6,81.2,1
35,43,150.76,2,10,1,Month-to-month,DSL,Electronic check,1,0,6,125.0,1
42,9,160.39,2,16,0,Month-to-month,DSL,Credit card,1,0,4,71.3,1
51,19,27.35,0,18,1,Month-to-month,DSL,Mailed check,1,0,6,120.3,0
49,67,178.79,1,14,0,Two year,None,Bank transfer,1,0,6,34.4,1
58,40,59.64,0,20,0,Month-to-month,Fiber optic,Electronic check,1,1,2,95.6,0
32,25,69.51,1,13,0,Two year,DSL,Electronic check,1,0,5,51.1,0
55,24,59.89,1,15,0,One year,None,Credit card,1,0,9,79.8,0
43,61,62.81,1,15,1,Two year,None,Credit card,0,0,8,128.4,0
72,21,108.43,1,12,0,One year,DSL,Mailed check,0,0,8,44.8,1
27,12,58.37,0,15,0,Two year,DSL,Electronic check,0,0,3,33.0,0
26,42,83.0,1,16,0,Month-to-month,None,Mailed check,0,1,9,100.5,0
44,72,124.9,3,9,1,Month-to-month,DSL,Credit card,1,1,5,62.3,1
47,14,153.76,1,13,0,Month-to-month,DSL,Credit card,1,1,9,12.2,1
58,19,130.84,3,10,0,Month-to-month,Fiber optic,Electronic check,0,0,2,65.8,1
41,34,115.09,0,13,0,Month-to-month,Fiber optic,Bank transfer,0,1,9,32.1,0
70,15,43.64,1,10,0,Month-to-month,Fiber optic,Bank transfer,1,0,3,76.7,0
45,47,150.58,2,18,0,Two year,DSL,Credit card,0,0,7,90.0,0
25,19,25.96,1,14,0,Month-to-month,Fiber optic,Mailed check,0,0,1,37.8,0
24,10,62.27,2,16,0,Two year,None,Mailed check,0,0,5,50.6,1
74,19,29.13,2,11,0,Month-to-month,DSL,Mailed check,0,1,8,38.1,0
25,68,126.79,1,19,0,One year,DSL,Bank transfer,0,1,7,72.8,1
72,68,78.94,4,7,0,Month-to-month,Fiber optic,Bank transfer,0,1,4,110.1,1
34,37,124.33,1,16,0,Two year,DSL,Bank transfer,1,0,3,4.1,0
23,29,75.52,1,21,0,One year,Fiber optic,Bank transfer,0,0,3,40.4,0
35,60,92.92,0,18,0,Month-to-month,DSL,Electronic check,0,0,10,146.2,0
53,14,93.27,0,16,0,Two year,Fiber optic,Bank transfer,1,0,4,48.3,0
42,48,27.29,0,18,0,Month-to-month,DSL,Electronic check,0,0,7,62.5,0
63,49,88.84,0,11,0,Two year,DSL,Bank transfer,1,0,1,193.5,1
53,52,122.57,0,18,0,Month-to-month,DSL,Electronic check,0,1,6,136.9,0
41,16,107.37,2,16,0,Month-to-month,DSL,Electronic check,0,0,7,74.9,1
54,52,32.05,3,14,0,Month-to-month,Fiber optic,Bank transfer,1,0,6,49.4,0
74,45,126.89,1,10,1,One year,Fiber optic,Mailed check,0,0,9,88.7,0
41,64,69.42,0,9,0,One year,Fiber optic,Bank transfer,1,0,7,37.8,0
26,13,22.31,3,16,0,One year,Fiber optic,Electronic check,0,0,3,39.4,0
41,45,44.9,2,8,1,Month-to-month,Fiber optic,Credit card,1,0,7,25.3,0
66,60,99.61,0,19,0,Month-to-month,Fiber optic,Credit card,1,0,3,35.2,0
30,21,69.66,1,14,0,Month-to-month,DSL,Electronic check,0,0,1,48.8,0
73,54,131.1,1,11,0,Month-to-month,Fiber optic,Mailed check,1,0,10,71.4,0
52,8,58.5,3,5,0,Month-to-month,Fiber optic,Credit card,1,0,5,75.6,1
52,52,143.65,3,6,0,Month-to-month,DSL,Mailed check,0,1,5,45.5,0
36,44,65.84,0,17,0,One year,Fiber optic,Electronic check,1,0,10,63.4,0
71,14,119.34,3,13,1,One year,None,Credit card,1,0,7,115.1,0
20,5,147.87,5,22,1,Month-to-month,DSL,Mailed check,1,0,8,85.8,1
35,54,81.69,1,11,0,Two year,Fiber optic,Credit card,1,0,9,32.5,0
42,18,27.49,1,9,1,Two year,Fiber optic,Mailed check,1,0,2,54.6,0
45,36,105.67,1,12,0,One year,Fiber optic,Mailed check,0,0,2,106.3,1
45,5,179.27,1,12,1,One year,DSL,Bank transfer,1,0,5,35.8,0
26,70,175.04,4,19,0,Month-to-month,DSL,Electronic check,1,0,1,31.0,1
31,40,55.36,1,12,0,Two year,DSL,Mailed check,1,1,5,37.8,0
23,68,140.91,3,15,0,Month-to-month,Fiber optic,Credit card,1,0,6,49.7,0
51,12,75.19,0,16,0,Month-to-month,DSL,Bank transfer,0,0,10,32.1,0
38,15,45.64,2,10,1,One year,Fiber optic,Bank transfer,1,0,2,38.8,1
50,44,126.55,2,14,0,Two year,DSL,Credit card,0,0,10,117.4,0
52,44,100.14,1,13,0,Month-to-month,DSL,Electronic check,1,0,3,107.9,1
58,57,106.28,3,15,1,Two year,Fiber optic,Bank transfer,1,0,1,11.4,1
49,67,152.38,2,12,0,One year,Fiber optic,Bank transfer,0,1,9,17.8,1
55,60,73.85,3,14,0,Month-to-month,Fiber optic,Electronic check,1,1,3,85.7,1
52,11,126.74,2,9,1,Two year,Fiber optic,Electronic check,1,0,3,36.8,1
55,23,78.59,2,12,0,Month-to-month,Fiber optic,Electronic check,1,1,1,29.9,0
53,66,26.84,0,13,0,Two year,DSL,Credit card,0,0,6,68.4,0
36,40,80.48,2,17,0,One year,DSL,Bank transfer,1,1,2,79.4,0
32,63,172.01,0,14,0,Month-to-month,DSL,Bank transfer,1,1,7,85.1,1
63,41,97.32,1,11,0,Two year,Fiber optic,Electronic check,1,0,5,15.6,0
37,4,37.32,1,12,0,Month-to-month,DSL,Mailed check,1,0,3,81.3,0
49,35,130.05,0,11,0,One year,Fiber optic,Mailed check,0,1,7,71.0,0
29,60,174.14,0,18,0,One year,DSL,Electronic check,0,1,2,47.3,0
43,48,165.27,3,8,0,One year,Fiber optic,Electronic check,0,0,9,93.4,1
48,10,111.51,4,14,0,Two year,Fiber optic,Mailed check,1,0,7,89.9,0
54,16,80.2,3,11,0,One year,None,Credit card,0,0,1,100.4,0
48,62,112.91,2,12,0,Month-to-month,None,Credit card,1,1,10,31.1,1
38,71,150.55,0,19,0,One year,None,Credit card,1,1,3,30.1,0
73,55,157.8,1,17,0,One year,Fiber optic,Mailed check,1,0,10,197.4,0
47,8,151.02,3,17,1,Month-to-month,None,Electronic check,1,0,7,100.7,1
64,45,92.88,1,13,0,Month-to-month,DSL,Mailed check,1,0,10,37.5,0
60,60,39.02,0,18,0,Month-to-month,Fiber optic,Electronic check,0,1,5,46.8,0
50,47,111.07,1,15,0,Two year,Fiber optic,Mailed check,1,0,8,80.2,0
69,43,45.03,1,10,0,One year,Fiber optic,Credit card,1,1,4,86.5,0
25,34,29.75,1,25,0,Two year,DSL,Mailed check,1,0,7,15.0,0
71,18,99.79,3,11,0,Month-to-month,Fiber optic,Electronic check,1,0,2,67.0,0
67,21,124.86,0,14,0,Two year,None,Credit card,0,0,2,89.9,1
47,54,156.66,0,16,0,One year,Fiber optic,Electronic check,1,0,8,38.9,0
60,6,145.25,1,11,0,Month-to-month,DSL,Bank transfer,0,1,1,15.3,1
48,7,157.16,2,19,1,Month-to-month,DSL,Electronic check,0,0,3,83.0,1
33,29,141.61,1,20,1,Two year,DSL,Credit card,1,0,5,22.2,0
64,56,132.52,0,17,0,Two year,Fiber optic,Bank transfer,0,1,7,111.4,0
32,48,21.62,1,12,0,Month-to-month,Fiber optic,Credit card,0,1,6,28.2,0
36,43,120.18,2,9,0,Two year,DSL,Mailed check,0,1,10,63.0,0
48,39,39.28,0,14,0,Two year,None,Bank transfer,1,0,8,16.7,0
66,8,29.39,1,12,0,Month-to-month,Fiber optic,Mailed check,1,0,3,61.6,0
40,24,45.03,1,14,0,Month-to-month,Fiber optic,Bank transfer,0,0,8,54.7,0
46,6,151.73,0,10,0,One year,Fiber optic,Credit card,1,1,8,46.3,1
20,55,139.02,1,21,0,Month-to-month,Fiber optic,Credit card,1,0,9,38.6,0
24,55,171.8,1,9,1,One year,None,Bank transfer,1,1,9,47.4,0
21,19,176.64,2,10,0,Month-to-month,None,Mailed check,1,0,7,39.6,1
22,22,162.93,2,18,0,Month-to-month,DSL,Mailed check,1,0,7,79.6,1
68,23,41.27,1,12,0,Month-to-month,DSL,Electronic check,1,1,5,63.9,0
66,65,160.54,2,10,1,One year,None,Credit card,0,0,4,59.6,1
65,36,154.18,1,16,1,Month-to-month,Fiber optic,Bank transfer,1,0,10,62.0,0
21,55,159.37,0,17,0,Month-to-month,Fiber optic,Mailed check,1,0,3,42.6,1
22,33,44.27,1,13,0,Month-to-month,None,Credit card,0,1,9,69.3,0
34,51,38.69,2,20,0,Month-to-month,Fiber optic,Mailed check,0,0,8,90.4,0
50,39,167.81,2,13,0,Two year,Fiber optic,Mailed check,1,0,7,74.6,1
37,21,47.81,1,9,0,Month-to-month,DSL,Electronic check,1,1,4,89.1,0
46,64,78.98,1,15,1,Month-to-month,None,Credit card,0,0,8,78.6,0
28,52,92.96,3,11,0,Month-to-month,None,Credit card,0,1,9,67.9,0
60,56,39.91,0,14,0,Month-to-month,None,Mailed check,0,1,6,25.3,0
36,69,23.3,1,12,0,Month-to-month,Fiber optic,Mailed check,1,0,9,34.9,0
21,18,179.05,4,12,1,One year,DSL,Electronic check,0,0,6,16.6,1
61,7,160.27,1,19,1,One year,Fiber optic,Electronic check,1,0,9,90.3,1
70,42,165.97,1,20,0,Month-to-month,DSL,Credit card,0,0,5,25.7,1
18,24,65.53,2,15,0,Month-to-month,DSL,Electronic check,1,0,9,32.6,0
43,32,55.22,0,11,0,Month-to-month,Fiber optic,Bank transfer,1,0,1,44.2,0
65,17,88.14,0,17,1,Two year,DSL,Credit card,0,0,10,44.4,0
58,29,92.53,3,19,0,Month-to-month,Fiber optic,Credit card,0,1,7,49.2,0
67,29,20.9,0,10,0,One year,None,Electronic check,0,0,10,91.7,0
42,26,144.68,2,19,0,Two year,Fiber optic,Electronic check,1,0,10,67.2,0
39,54,179.47,3,12,0,Month-to-month,DSL,Electronic check,0,0,5,76.1,1
59,43,104.59,3,3,0,Month-to-month,DSL,Electronic check,1,0,7,30.5,1
26,35,82.12,2,16,0,One year,Fiber optic,Credit card,1,0,3,77.0,0
31,9,82.84,2,6,0,Two year,Fiber optic,Electronic check,0,0,10,29.4,0
52,42,35.37,0,13,1,Month-to-month,None,Mailed check,1,0,2,48.2,1
56,13,62.59,3,17,0,One year,Fiber optic,Credit card,1,0,2,37.8,0
24,23,100.34,2,17,0,One year,DSL,Electronic check,1,0,4,39.3,0
47,30,89.1,0,20,0,Month-to-month,Fiber optic,Bank transfer,1,0,5,169.9,1
39,11,107.21,1,10,0,One year,Fiber optic,Mailed check,1,1,3,41.1,0
47,29,155.85,2,13,0,Month-to-month,Fiber optic,Credit card,1,0,10,14.0,1
73,20,56.04,2,16,0,Two year,DSL,Mailed check,1,0,9,88.2,0
22,62,24.43,4,12,0,Month-to-month,Fiber optic,Credit card,1,0,3,50.7,0
75,62,26.12,1,17,1,Month-to-month,Fiber optic,Credit card,0,1,9,74.4,0
44,1,41.47,1,9,0,One year,Fiber optic,Credit card,1,0,4,32.6,1
62,44,111.28,3,9,0,Month-to-month,Fiber optic,Mailed check,1,0,5,49.3,0
42,47,149.31,0,16,0,Month-to-month,Fiber optic,Bank transfer,1,0,10,53.9,0
36,28,161.89,1,16,1,Month-to-month,Fiber optic,Bank transfer,1,1,9,53.6,1
62,34,121.62,2,9,0,One year,DSL,Credit card,1,0,4,50.8,1
57,57,84.5,2,17,0,Month-to-month,DSL,Electronic check,0,0,7,85.1,0
26,28,44.72,1,22,0,Two year,DSL,Mailed check,1,0,9,92.2,0
58,5,84.23,1,12,0,One year,DSL,Electronic check,0,0,6,31.8,0
61,27,73.19,1,15,0,Month-to-month,Fiber optic,Bank transfer,0,0,3,89.2,1
40,19,159.2,1,9,0,One year,DSL,Bank transfer,0,0,9,33.9,1
71,28,97.88,1,21,0,Month-to-month,DSL,Bank transfer,1,0,4,71.7,0
55,17,56.19,1,16,0,Month-to-month,None,Mailed check,1,0,9,12.8,0
37,11,66.21,1,18,0,Month-to-month,Fiber optic,Electronic check,1,1,6,85.6,0
18,71,41.84,2,11,0,Month-to-month,None,Electronic check,1,0,8,67.6,0
57,10,166.97,2,9,1,One year,Fiber optic,Credit card,0,0,9,35.4,1
30,51,28.06,1,20,0,Two year,DSL,Bank transfer,1,0,6,56.5,0
61,52,22.06,1,22,0,Month-to-month,Fiber optic,Electronic check,1,1,4,50.6,0
48,45,49.28,3,20,0,Month-to-month,Fiber optic,Mailed check,0,0,4,60.1,0
45,66,149.74,1,18,0,Month-to-month,DSL,Bank transfer,1,0,1,61.1,0
27,1,103.75,1,14,0,Month-to-month,DSL,Mailed check,1,0,5,51.1,1
59,22,120.13,0,14,1,Two year,DSL,Credit card,1,0,3,119.9,0
27,14,77.24,0,10,0,Month-to-month,DSL,Mailed check,1,1,7,41.4,1
42,42,30.99,1,17,0,Two year,DSL,Credit card,0,0,7,70.8,0
66,46,156.99,2,12,0,Month-to-month,DSL,Electronic check,1,0,10,65.2,0
71,65,50.7,0,15,0,One year,Fiber optic,Mailed check,0,1,2,44.0,0
75,28,25.29,0,16,0,One year,DSL,Electronic check,1,0,8,112.0,0
73,17,111.63,0,10,0,Month-to-month,Fiber optic,Bank transfer,1,0,3,30.4,1
50,67,33.33,2,13,0,One year,DSL,Electronic check,1,1,8,78.5,0
29,49,35.32,0,21,0,One year,Fiber optic,Bank transfer,0,1,9,70.4,0
